goodreads.ID,barnes_and_nobles.ID,label
2,2541,1
66,210,0
110,2609,0
113,63,1
113,869,0
115,220,0
115,938,0
117,436,1
121,376,1
122,265,0
122,1960,0
122,2302,0
126,755,0
126,2889,0
130,190,0
164,9,0
164,26,0
164,1470,0
180,1880,0
200,514,1
209,104,0
231,3036,0
265,544,0
266,91,0
275,1699,1
284,1678,1
304,537,0
304,1772,0
306,716,0
315,224,0
353,1792,0
385,771,0
392,151,0
392,537,0
398,3161,0
429,8,1
436,278,0
451,512,1
468,475,0
468,3050,0
468,3167,0
488,774,1
506,167,1
542,2832,1
544,1085,0
562,1916,0
584,1568,1
595,1005,1
602,3090,0
611,201,0
614,379,1
616,3357,0
678,400,1
680,1147,0
780,656,0
816,1023,0
839,63,0
839,869,1
845,889,1
855,469,0
855,1045,0
889,51,1
968,854,1
1008,2776,0
1010,3154,0
1041,15,1
1047,74,0
1047,1176,0
1047,2318,0
1049,1336,1
1066,397,0
1108,399,0
1152,2714,1
1161,728,1
1175,425,1
1178,1552,0
1178,1638,0
1178,1712,0
1178,2662,0
1178,2969,0
1210,3117,0
1226,228,0
1226,1526,0
1226,2276,0
1226,2752,0
1235,3111,0
1236,2640,0
1237,1015,0
1237,2273,0
1241,1894,0
1257,1270,0
1274,224,1
1324,755,0
1324,1592,0
1324,3325,0
1358,901,1
1375,381,0
1375,440,0
1387,1374,0
1388,805,0
1396,419,0
1396,525,0
1456,1059,0
1456,2868,0
1461,495,1
1502,3337,1
1505,285,1
1543,1209,0
1558,1210,0
1563,227,0
1563,578,0
1567,307,0
1646,2087,0
1662,3255,0
1678,469,0
1678,969,0
1678,1772,0
1759,2475,0
1760,2978,1
1762,1664,0
1764,35,0
1787,1683,1
1800,1971,0
1807,527,0
1807,1020,0
1807,3539,0
1828,257,0
1849,3492,0
1870,303,1
1913,3109,1
1916,2011,0
1926,447,0
1926,1500,0
1926,2276,0
1926,2831,0
1926,3611,0
1930,690,0
1933,2075,1
1939,3414,1
1977,2407,0
1982,2009,0
1994,637,0
2022,3624,0
2034,2225,0
2034,2506,0
2036,2245,0
2059,103,0
2059,996,0
2059,1894,0
2066,3539,0
2070,1265,0
2081,773,0
2081,1894,0
2081,2303,0
2110,159,1
2121,930,0
2127,934,0
2127,2283,0
2167,1752,0
2185,1186,0
2197,3135,0
2252,579,0
2254,3286,1
2257,3278,0
2278,1996,0
2293,1230,0
2325,3021,0
2356,2200,0
2360,450,1
2366,21,0
2374,969,0
2374,2889,0
2374,3135,0
2391,2395,0
2401,103,0
2401,996,0
2419,689,1
2448,752,1
2466,812,0
2473,63,1
2478,923,1
2482,458,0
2498,1568,0
2509,1783,1
2519,2981,1
2553,1554,0
2553,1827,0
2553,2715,0
2632,3321,0
2635,1443,0
2658,2032,0
2671,1738,0
2704,2981,1
2712,3321,0
2733,564,0
2735,1546,1
2764,1936,1
2809,1437,0
2847,3083,0
2915,2445,0
3019,571,0
3019,2317,0
3024,1526,0
3024,1960,0
3024,3575,0
3065,1772,0
3077,882,1
3079,3485,0
3083,96,0
3101,2712,1
3121,1389,0
3129,1389,0
3146,411,0
3161,104,0
3181,2447,0
3186,1548,0
3186,3090,0
3189,902,1
3198,1700,0
3198,1704,0
3227,985,0
3227,1176,0
3259,2175,0
3277,2698,1
3280,727,0
3282,3462,0
3296,1660,0
3331,1052,1
3334,253,1
3343,253,0
3346,1425,1
3356,2937,0
3385,1596,0
3386,1186,0
3386,1899,0
3387,1029,0
3391,1144,0
3391,2161,0
3399,373,1
3415,2862,1
3419,1051,0
3446,801,0
3461,342,1
3498,523,0
3507,644,0
3511,1392,0
3511,3158,0
3511,3523,0
3534,3334,0
3538,155,0
3560,453,1
3570,705,0
3588,1009,0
3609,653,0
3615,234,0
3615,628,0
3615,1638,0
3615,3449,0
3615,3515,0
3615,3611,0
3634,2619,1
3644,1447,0
3676,9,0
3676,3325,0
3677,230,1
3681,204,1
3688,9,0
3688,107,0
3688,334,0
3688,446,0
3688,537,0
3699,151,0
3699,1592,0
3704,323,0
3716,3696,0
3718,3611,0
3738,114,0
3738,194,0
3738,326,0
3738,2542,0
3743,34,1
3752,463,0
3752,826,0
3752,1232,0
3758,2399,0
3777,1392,0
3784,699,1
3796,2522,1
3798,458,0
3825,1020,0
3836,2348,0
3845,642,0
3857,157,1
3862,2137,0
3901,410,1
3918,2392,0
3942,2525,0
